root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses
720575940605162924,['up_DN1_IN_5'; 'DNp'],GNG.932,ACH,efferent,descending,,,['DNpe030'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,584,298
720575940607253170,['SEZ-LN1; second order taste peg neuron (new cell type named in ongoing Ribeiro lab project)'],GNG.403,GABA,intrinsic,central,,,['CB0011'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,746,654
720575940611015122,['Second-order gustatory neuron Zorro (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_264'],GNG.833,ACH,intrinsic,central,,,['CB0192'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,919,267
720575940611549902,[],GNG.618,GABA,intrinsic,central,,,['CB0881'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1068,1468
720575940611849826,['Moor; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS38140#'; 'unclassified_IN_FW_415'],GNG.952,,intrinsic,central,,,['CB0834'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,773,735
720575940612579053,['gustatory receptor neuron/GRN?'],GNG.2067,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,47,199
720575940612648106,['Fudog (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'DNg'],GNG.989,ACH,efferent,descending,,,['DNg67'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,347,670
720575940612670570,['Possible Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1664,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,181,342
720575940612950568,[],GNG.1916,,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,56,209
720575940613786774,[],GNG.2864,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'],left,40,58
720575940613996959,['labial GRN'],GNG.2449,,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,84,125
720575940614128691,[],GNG.670,ACH,intrinsic,central,,,['CB0437'],TRdl_b,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1151,556
720575940614763666,['Second-order gustatory neuron FMIN (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'],GNG.550,ACH,intrinsic,central,,,['CB0366'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1308,872
720575940616103218,['Phantom; Second-order taste neuron'],GNG.816,GABA,intrinsic,central,,,['CB0062'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,601,874
720575940616177458,['gustatory receptor neuron/GRN?'],GNG.2121,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,78,198
720575940616885538,['labial GRN'; 'Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1745,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,189,161
720575940617494877,[],GNG.221,ACH,intrinsic,central,,,['CB0811'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1563,1228
720575940617593233,[],GNG.885,ACH,intrinsic,central,,,['CB0501'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,732,454
720575940618696989,['unclassified_IN_FW_407'],GNG.1063,GABA,intrinsic,central,,,['CB0964'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,238,648
720575940619588568,['unclassified_IN_FW_598'],GNG.987,GABA,intrinsic,central,,,['CB0964'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,242,739
720575940619973712,['Second-order gustatory neuron Quasimodo'; 'unclassified_IN_FW_92'],GNG.298,GABA,intrinsic,central,,,['CB0118'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1479,1699
720575940620445062,['ALPN; multi_adPN'],GNG.LH.3,ACH,intrinsic,central,ALPN,multiglomerular,['VP5+Z_adPN'],ALad1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1072,2759
720575940620874757,['G2N-1; Second-order taste neuron'],GNG.624,ACH,intrinsic,central,,,['CB0616'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,994,530
720575940621329328,['unclassified_IN_FW_523'],GNG.577,ACH,intrinsic,central,,,['CB0552'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,942,622
720575940621771041,['unclassified_IN_FW_107'],GNG.312,GABA,intrinsic,central,,,['CB0438'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1328,2087
720575940621818790,['unclassified_IN_FW_468'],GNG.PRW.1,GABA,intrinsic,central,,,['CB0211'],putative_primary,,[],left,1454,2526
720575940622486922,['labial GRN'; 'gustatory receptor neuron/GRN?'],GNG.1972,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,74,202
720575940622695448,['Specter (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_628'],GNG.185,GABA,intrinsic,central,,,['CB0248'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,1070,1830
720575940623629292,['labial GRN'],GNG.2767,,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'],left,17,62
720575940624273149,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.19,ACH,intrinsic,central,,,['CB1974'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,316,224
720575940625102692,[],PRW.50,ACH,intrinsic,central,,,['CB0883'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1956,1775
720575940625861168,[],GNG.2263,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,113,149
720575940626191306,['Second-order gustatory neuron Fuchs (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_627'],GNG.427,ACH,intrinsic,central,,,['CB0445'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1016,590
720575940626919144,['unclassified_IN_FW_393'],GNG.825,ACH,intrinsic,central,,,['CB0360'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,484,1001
720575940627383685,['Second-order gustatory neuron Billiards (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_556'],GNG.170,GABA,intrinsic,central,,,['CB0248'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1053,1670
720575940627814728,[],GNG.231,ACH,intrinsic,central,,,['CB0278'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,2081,1042
720575940627821896,[],GNG.2749,GLUT,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,11,89
720575940628114684,['Second-order gustatory neuron Dandelion (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'ascending_FW_98'],GNG.1209,GABA,afferent,ascending,AN,,['CB3810'],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,607,292
720575940628853239,['Possible Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.1656,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,178,402
720575940629317450,[],PRW.5,GLUT,intrinsic,central,,,['CB0583'],putative_primary,,[],left,2901,1090
720575940629752190,['ascending_FW_241'],GNG.983,ACH,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,144,1025
720575940629888530,['Second-order gustatory neuron Zorro (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'],GNG.599,ACH,intrinsic,central,,,['CB0192'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1393,421
720575940630689644,['PSp3_ventral'; 'DNp'],GNG.850,ACH,efferent,descending,,,['DNpe030'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,711,371
720575940631898285,[],GNG.2664,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'],left,35,91
720575940632030008,['unclassified_IN_FW_341'],GNG.370,GABA,intrinsic,central,,,['CB0438'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1017,2011
720575940632047890,['unclassified_IN_FW_351'],GNG.168,ACH,intrinsic,central,,,['CB0393'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,4058,1406
720575940632274914,[],PRW.GNG.25,GABA,intrinsic,central,,,['CB0426'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,352,508
720575940632510479,['labial GRN'],GNG.2155,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,[],left,88,158
720575940632648612,['Second-order gustatory neuron Usnea (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'SEZ interneuron closely matching GRN arbors'],GNG.174,GABA,intrinsic,central,,,['CB0008'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,660,1616
720575940632877869,['Fudog (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'DNg'],GNG.1054,ACH,efferent,descending,,,['DNg67'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,279,597
720575940633277209,[],GNG.292,GABA,intrinsic,central,,,['CB0118'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,1343,1859
720575940634093337,['unclassified_IN_FW_16'],GNG.613,ACH,intrinsic,central,,,['CB0360'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,585,1188
720575940634788247,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.18,ACH,intrinsic,central,,,['CB1097'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,440,186
720575940635172191,['taste sensory (gustatory) neurons'],GNG.1994,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,45,197
720575940636346487,[],GNG.450,ACH,intrinsic,central,,,['CB0811'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1114,752
720575940636541285,['unclassified_IN_FW_609'],GNG.130,ACH,intrinsic,central,,,['CB0521'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,2530,1468
720575940637742150,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.23,ACH,intrinsic,central,,,['CB0963'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,516,198
720575940637763135,['Second-order gustatory neuron Phantom; Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022'],GNG.955,GABA,intrinsic,central,,,['CB0062'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,332,927
720575940638103349,['Second-order gustatory neuron Rattle; See Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS50091#'; 'unclassified_IN_FW_494'; 'SEZ-LN2; second order taste peg neuron (new cell type named in ongoing Ribeiro lab project)'; 'Rattle'],GNG.286,ACH,intrinsic,central,,,['CB0499'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,2096,1395
720575940639198653,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al.; 2022 https://doi.org/10.7554/eLife.78110'],GNG.1391,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,252,620
720575940639259967,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.1495,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,[],left,212,452
720575940639274147,[],GNG.774,ACH,intrinsic,central,,,['CB0407'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,970,756
720575940641366517,['Usnea; Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.79887'; 'unclassified_IN_FW_41'; 'interneuron sim to gustatory receptor neuron/GRN'],GNG.284,GABA,intrinsic,central,,,['CB0008'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,565,1488
720575940644965399,[],GNG.1922,ACH,afferent,sensory,gustatory,sugar/water,['LB3'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,123,227
720575940647033396,['Sensory'],GNG.485,GABA,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1836,690
720575940655014049,['ascending_FW_251'; 'Clavicle; Second-order taste neuron'],GNG.405,ACH,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1362,765